"Application #","Status","Application Type","Date","Address","Expiration Date","Short Notes",
"26BC06063","Final","RES Fence","04/09/2026","414 LOYMER CIR, MERRITT ISLAND FL 32953",,,
"26BC06102","Final","RES Reroof","04/09/2026","55 MINNA LN, MERRITT ISLAND FL 32953",,,
"26BC06021","Final","RES HVAC-Mechanical","04/09/2026","3809 DEACON WAY, COCOA FL 32926",,,
"26BC06047","Final","RES Reroof","04/09/2026","5660 PALM ST, MIMS FL 32754",,,
"26BC06078","Final","RES HVAC-Mechanical","04/09/2026","3025 BRANDYWINE LN, MELBOURNE FL 32904",,,
"26BC06103","Final","RES Fence","04/09/2026","6010 FAY BLVD, COCOA FL 32927",,,
"26BC06046","Final","RES Doors-Windows-Shutters","04/09/2026","4265 TANGELO AVE, COCOA FL 32926",,,
"26BC06071","Issued","COM Miscellaneous","04/09/2026","8820 HOLIDAY SPRINGS RD, TOWER, ROCKLEDGE FL 32955",,,
"26BC06096","Final","RES Pool Resurface","04/09/2026","3655 STARLIGHT AVE, MERRITT ISLAND FL 32953",,,
"26BC06077","Issued","RES Doors-Windows-Shutters","04/09/2026","1330 YORK CIR, MELBOURNE FL 32904",,,
"26BC06040","Issued","RES Doors-Windows-Shutters","04/09/2026","4145 CANAVERAL GROVES BLVD, COCOA FL 32926",,,
"26BC06048","Issued","COM Electrical","04/09/2026","601 PINE FOREST CT, FPL, MELBOURNE FL 32940",,,
"26BC06061","Final","RES SFR Addition","04/09/2026","509 A LN, COCOA FL 32926",,,
"26BC06073","Issued","COM Renovation","04/09/2026","6865 MURRELL RD, SUITE 101, MELBOURNE FL 32940",,,
"26BC06081","Issued","RES SFR-Duplex New","04/09/2026","8617 WALO DR, MELBOURNE FL 32940",,,
"26BC06050","Final","RES Plumbing","04/09/2026","6773 ACKERMAN AVE, COCOA FL 32927",,,
"26BC06097","Issued","RES SFR-Duplex New","04/09/2026","9285 PACIFIC PALMS AVE, MELBOURNE FL 32940",,,
"26BC06057","Awaiting Client Feedback","COM Miscellaneous","04/09/2026","2837 AURORA RD, MELBOURNE FL 32935",,,
"26BC06034","Final","RES Solar Photovoltaic","04/09/2026","4027 FAIRFAX DR, MIMS FL 32754",,,
"26BC06084","Final","RES Pool Resurface","04/09/2026","400 DIANA BLVD, MERRITT ISLAND FL 32953",,,
"26BC06028","Final","RES HVAC-Mechanical","04/09/2026","4821 AVOCADO AVE, COCOA FL 32926",,,
"26BC06044","Review In-Progress","RES SFR-Duplex New","04/09/2026","1160 WAR EAGLE BLVD, TITUSVILLE FL 32796",,,
"26BC06068","Final","RES Reroof","04/09/2026","5260 SANBOURNE ST, COCOA FL 32927",,,
"26BC06072","Issued","COM Miscellaneous","04/09/2026","3200 T M GOODWIN RD, FELLSMERE FL 32948",,,
"26BC06020","Issued","RES Fence","04/09/2026","4156 MILLSTONE DR, MELBOURNE FL 32940",,,
"26BC06090","Issued","RES SFR-Duplex New","04/09/2026","3583 GUAVA PALMS CT, MELBOURNE FL 32940",,,
"26BC06080","Issued","RES SFR-Duplex New","04/09/2026","8693 VIEDMA LN, MELBOURNE FL 32940",,,
"26BC06025","Issued","RES Doors-Windows-Shutters","04/09/2026","2725 N HIGHWAY A1A, 405, INDIALANTIC FL 32903",,,
"26BC06056","Final","RES Doors-Windows-Shutters","04/09/2026","380 WICKHAM LAKES DR, MELBOURNE FL 32940",,,
"26BC06099","Issued","RES SFR-Duplex New","04/09/2026","9306 PACIFIC PALMS AVE, MELBOURNE FL 32940",,,
"26BC06079","Final","RES HVAC-Mechanical","04/09/2026","232 VIA HAVARRE, MERRITT ISLAND FL 32953",,,
"26BC06024","Issued","RES SFR Renovation","04/09/2026","130 MANTH AVE, COCOA FL 32927",,,
"26BC06091","Final","RES Reroof","04/09/2026","2542 PALMETTO DR, COCOA FL 32926",,,
"26BC06038","Final","RES Reroof","04/09/2026","6990 CAMDEN AVE, COCOA FL 32927",,,
"26BC06094","Final","RES Doors-Windows-Shutters","04/09/2026","171 CHRISTINE DR, SATELLITE BEACH FL 32937",,,
"26BC06032","Final","RES HVAC-Mechanical","04/09/2026","305 HIGHWAY A1A, 11, SATELLITE BEACH FL 32937",,,
"26BC06058","Issued","COM Miscellaneous","04/09/2026","2504 ADLER LN, WEST SIGN, MIMS FL 32754",,,
"26BC06022","Final","COM Plumbing","04/09/2026","1061 ROYAL FERN DR, MELBOURNE FL 32940",,,
"26BC06033","Issued","RES SFR Renovation","04/09/2026","4089 MALLARD DR, MELBOURNE FL 32934",,,
"26BC06037","Issued","RES SFR Addition","04/09/2026","4430 BAHIA ST, COCOA FL 32926",,,
"26BC06064","Issued","RES Doors-Windows-Shutters","04/09/2026","5850 RUSACK DR, MELBOURNE FL 32940",,,
"26BC05981","Issued","RES Generator","04/08/2026","575 S TROPICAL TRL, MERRITT ISLAND FL 32952",,,
"26BC05997","Final","RES Reroof","04/08/2026","4557 CANARD RD, MELBOURNE FL 32934",,,
"26BC05942","Final","RES Electrical","04/08/2026","181 EAST EXETER ST, SATELLITE BEACH FL 32937",,,
"26BC05986","Final","RES HVAC-Mechanical","04/08/2026","3472 SIDERWHEEL DR, ROCKLEDGE FL 32955",,,
"26BC05979","Final","RES Fence","04/08/2026","109 SIGNATURE DR, MELBOURNE BEACH FL 32951",,,
"26BC05952","Final","RES Reroof","04/08/2026","140 HACIENDA DR, MERRITT ISLAND FL 32952",,,
"26BC05994","Withdrawn","RES Fence","04/08/2026","3798 GALWAY CT, MERRITT ISLAND FL 32953",,,
"26BC06003","Final","RES Fence","04/08/2026","3778 LAKE ADELAIDE PL, ROCKLEDGE FL 32955",,,
"26BC05941","Awaiting Client Feedback","RES SFR Addition","04/08/2026","336 OAK COVE RD, TITUSVILLE FL 32780",,,
"26BC06002","Issued","RES Doors-Windows-Shutters","04/08/2026","448 PENGUIN DR, SATELLITE BEACH FL 32937",,,
"26BC05978","Issued","RES Doors-Windows-Shutters","04/08/2026","2086 DEERCROFT DR, MELBOURNE FL 32940",,,
"26BC06009","Issued","RES Doors-Windows-Shutters","04/08/2026","265 RICHLAND AVE, MERRITT ISLAND FL 32953",,,
"26BC05980","Final","RES SFR Aluminum Structure","04/08/2026","758 LAKE DR, MELBOURNE FL 32940",,,
"26BC05967","Review In-Progress","RES Pool","04/08/2026","4370 SEVILLE AVE, COCOA FL 32926",,,
"26BC05982","Withdrawn","RES Fence","04/08/2026","2930 N HIGHWAY A1A, INDIALANTIC FL 32903",,,
"26BC05969","Final","RES Reroof","04/08/2026","196 COUNTRY CLUB DR, MELBOURNE FL 32940",,,
"26BC05951","Final","RES Reroof","04/08/2026","1053 GENEVIEVE AVE, ROCKLEDGE FL 32955",,,
"26BC05953","Final","RES Reroof","04/08/2026","5054 PINOT ST, ROCKLEDGE FL 32955",,,
"26BC05984","Final","RES Electrical","04/08/2026","1844 ABBEYRIDGE DR, MERRITT ISLAND FL 32953",,,
"26BC06011","Final","RES SFR Renovation","04/08/2026","390 CHESTER DR, COCOA FL 32926",,,
"26BC05991","Final","RES Doors-Windows-Shutters","04/08/2026","1485 SOUTH HARBOR DR, MERRITT ISLAND FL 32952",,,
"26BC05966","Final","RES HVAC-Mechanical","04/08/2026","170 DIANA BLVD, MERRITT ISLAND FL 32953",,,
"26BC05972","Issued","RES Plumbing","04/08/2026","176 HEDGEGROVE AVE, SATELLITE BEACH FL 32937",,,
"26BC05993","Final","RES Doors-Windows-Shutters","04/08/2026","3430 HOLLY SPRINGS RD, MELBOURNE FL 32934",,,
"26BC05955","Final","RES Plumbing","04/08/2026","4121 WOODLAND CT, MIMS FL 32754",,,
"26BC06004","Final","RES Doors-Windows-Shutters","04/08/2026","455 SABAL AVE, MERRITT ISLAND FL 32953",,,
"26BC05959","Awaiting Client Feedback","RES SFR Aluminum Structure","04/08/2026","333 KIWI DR, BAREFOOT BAY FL 32976",,,
"26BC05995","Issued","RES Doors-Windows-Shutters","04/08/2026","595 HIDDEN HOLLOW DR, MERRITT ISLAND FL 32952",,,
"26BC06017","Final","RES HVAC-Mechanical","04/08/2026","821 DEL RIO WAY, UNIT 201, MERRITT ISLAND FL 32953",,,
"26BC05976","Issued","COM New Construction","04/08/2026","1000 INSPIRATION LN, COMMON, MELBOURNE FL 32934",,,
"26BC05989","Final","RES SFR Aluminum Structure","04/08/2026","8080 WAXWING CIR, MELBOURNE FL 32940",,,
"26BC06006","Final","RES Reroof","04/08/2026","1607 BAYSIDE ST, MERRITT ISLAND FL 32952",,,
"26FP00161","Final","County Alarm","04/08/2026","2900 LYRICAL LN, BLDG 13, MELBOURNE FL 32940",,,
"26BC05974","Final","RES Electrical","04/08/2026","2150 SHANNON AVE, INDIALANTIC FL 32903",,,
"26BC05954","Final","RES HVAC-Mechanical","04/08/2026","1433 N TROPICAL TRL, MERRITT ISLAND FL 32953",,,
"26BC05961","Issued","RES Reroof","04/08/2026","364 DOLPHIN CIR, BAREFOOT BAY FL 32976",,,
"26BC06001","Final","RES Doors-Windows-Shutters","04/08/2026","607 MANATEE DR, SATELLITE BEACH FL 32937",,,
"26BC05977","Final","RES Reroof","04/08/2026","3290 DELAWARE AVE, TITUSVILLE FL 32796",,,
"26BC05985","Final","RES Fence","04/08/2026","3275 NAN PABLO DR, MELBOURNE FL 32934",,,
"26BC05945","Final","RES HVAC-Mechanical","04/08/2026","4116 LYNCHBURG PL, MELBOURNE FL 32940",,,
"26BC06019","Issued","RES Reroof","04/08/2026","1555 D'ALBORA RD, MERRITT ISLAND FL 32953",,,
"26BC06014","Final","RES HVAC-Mechanical","04/08/2026","4195 LAKEGLEN DR, MELBOURNE FL 32934",,,
"26BC05956","Issued","RES Fence","04/08/2026","6540 CORSICA BLVD, COCOA FL 32927",,,
"26BC06007","Final","RES Doors-Windows-Shutters","04/08/2026","1110 COVINA ST, COCOA FL 32927",,,
"26BC05987","Issued","RES HVAC-Mechanical","04/08/2026","1061 STRATFORD PL, MELBOURNE FL 32940",,,
"26BC05970","Awaiting Client Feedback","COM New Construction","04/08/2026","300 AQUARINA BLVD, POOL, MELBOURNE BEACH FL 32951",,,
"26BC05950","Final","COM Electrical","04/08/2026","2102 KINGS CROSS, TITUSVILLE FL 32796",,,
"26BC05944","Final","RES Doors-Windows-Shutters","04/08/2026","8080 WAXWING CIR, MELBOURNE FL 32940",,,
"26BC05943","Final","RES Reroof","04/08/2026","1743 N CARPENTER RD, TITUSVILLE FL 32796",,,
"26BC05962","Issued","RES HVAC-Mechanical","04/08/2026","937 DOGWOOD DR, BAREFOOT BAY FL 32976",,,
"26BC06010","Issued","RES Plumbing","04/08/2026","1755 HARBOR DR, MERRITT ISLAND FL 32952",,,
"26BC05964","Final","RES Doors-Windows-Shutters","04/08/2026","1630 DAVIS DR, MERRITT ISLAND FL 32952",,,
"26BC05957","Final","RES Doors-Windows-Shutters","04/08/2026","2914 DAMPIER DR, MELBOURNE FL 32940",,,
"26BC05946","Issued","RES Electrical","04/08/2026","112 LEE ST, INDIALANTIC FL 32903",,,
"26BC05946","Issued","RES Electrical","04/08/2026","112 LEE ST, INDIALANTIC FL 32903",,,
"26BC05988","Final","RES HVAC-Mechanical","04/08/2026","4670 WOOD STORK DR, F-24, MERRITT ISLAND FL 32953",,,
"26FP00160","Issued","County Sprinkler","04/08/2026","251 GALACTIC DR, CLUBHS, MERRITT ISLAND FL 32952",,,
"26BC05971","Final","RES Plumbing","04/08/2026","1818 GULF CT, INDIALANTIC FL 32903",,,
"26BC05963","Final","RES Reroof","04/08/2026","8107 QUIMBY CT, MELBOURNE FL 32940",,,
"26BC05968","Final","COM HVAC-Mechanical","04/08/2026","7210 N HIGHWAY 1, UNIT 104, COCOA FL 32927",,,
"26BC05949","Issued","RES SFR-Duplex New","04/08/2026","3827 UPPER FLORIDIAN WAY, ROCKLEDGE FL 32955",,,
"26BC05947","Final","RES Pool Resurface","04/08/2026","5957 BARN OWL CT, ROCKLEDGE FL 32955",,,
"26BC05948","Issued","RES HVAC-Mechanical","04/08/2026","113 DELVALLE ST, MELBOURNE BEACH FL 32951",,,
"26BC05973","Final","RES Pool Resurface","04/08/2026","151 OCEAN RIDGE DR, MELBOURNE BEACH FL 32951",,,
"26BC05965","Final","RES HVAC-Mechanical","04/08/2026","4233 N HIGHWAY 1, MELBOURNE FL 32935",,,
"26BC05999","Awaiting Client Feedback","COM New Construction","04/08/2026","2339 MEDICO LN, UNIT 101, MELBOURNE FL 32940",,,
"26BC06008","Issued","COM HVAC-Mechanical","04/08/2026","7330 N HIGHWAY 1, UNIT 103, COCOA FL 32927",,,
"26BC06016","Withdrawn","RES Fence","04/08/2026","6545 MC GRUDER RD, MERRITT ISLAND FL 32953",,,
"26BC05998","Issued","RES SFR-Duplex New","04/08/2026","9822 PALENA DR, MELBOURNE FL 32940",,,
"26BC05960","Awaiting Client Feedback","RES Fence","04/08/2026","4740 CANARD RD, MELBOURNE FL 32934",,,
"26BC06012","Issued","RES Reroof","04/08/2026","6545 MC GRUDER RD, MERRITT ISLAND FL 32953",,,
"26BC05992","Issued","RES SFR Renovation","04/08/2026","616 HAWKSBILL ISLAND DR, SATELLITE BEACH FL 32937",,,
"26BC06013","Final","RES Plumbing","04/08/2026","5490 CANGRO ST, COCOA FL 32926",,,
"26BC05958","Issued","COM Renovation","04/08/2026","8225 N WICKHAM RD, ZOO, MELBOURNE FL 32940",,,
"26BC06005","Issued","RES Marine Construction","04/08/2026","415 SAN CRISTOBAL CT, MERRITT ISLAND FL 32953",,,
"26BC06015","Awaiting Client Feedback","RES Fence","04/08/2026","6525 MC GRUDER RD, MERRITT ISLAND FL 32953",,,
"26BC06018","Awaiting Client Feedback","RES Fence","04/08/2026","6545 MC GRUDER RD, MERRITT ISLAND FL 32953",,,
"26BC05983","Issued","RES SFR Addition","04/08/2026","4315 IVANHOE DR, TITUSVILLE FL 32796",,,
"26BC05975","Issued","RES SFR Addition","04/08/2026","4570 DIXIE WAY, MIMS FL 32754",,,
"26BC05990","Issued","RES SFR Renovation","04/08/2026","1073 BRUMPTON PL, ROCKLEDGE FL 32955",,,
"26BC05888","Final","RES HVAC-Mechanical","04/07/2026","2719 PINEAPPLE AVE, MIMS FL 32754",,,
"26BC05879","Final","RES HVAC-Mechanical","04/07/2026","1109 TEQUESTA DR, BAREFOOT BAY FL 32976",,,
"26BC05922","Issued","RES Doors-Windows-Shutters","04/07/2026","1765 CANAL CT, MERRITT ISLAND FL 32953",,,
"26BC05877","Issued","COM Electrical","04/07/2026","7470 N HIGHWAY 1, UNIT 204, COCOA FL 32927",,,
"26BC05893","Issued","RES Doors-Windows-Shutters","04/07/2026","182 SEAVIEW ST, MELBOURNE BEACH FL 32951",,,
"26BC05911","Final","Multi-Family Renovation","04/07/2026","7010 N HIGHWAY 1, FF-206, COCOA FL 32927",,,
"26BC05936","Final","RES Reroof","04/07/2026","3632 TIPPERARY DR, MERRITT ISLAND FL 32953",,,
"26BC05926","Issued","RES SFR-Duplex New","04/07/2026","8557 ROCARD CT, MELBOURNE FL 32940",,,
"26BC05906","Final","RES HVAC-Mechanical","04/07/2026","10290 S TROPICAL TRL, MERRITT ISLAND FL 32952",,,
"26BC05872","Withdrawn","RES Plumbing","04/07/2026","529 WEST RIVER OAKS DR, INDIALANTIC FL 32903",,,
"26BC05880","Issued","RES Doors-Windows-Shutters","04/07/2026","1902 JACQUES DR, MELBOURNE FL 32940",,,
"26BC05898","Final","RES Doors-Windows-Shutters","04/07/2026","4440 TANGERINE ST, COCOA FL 32926",,,
"26BC05923","Issued","RES Plumbing","04/07/2026","1257 LENORA DR, MERRITT ISLAND FL 32952",,,
"26BC05931","Issued","RES SFR Aluminum Structure","04/07/2026","734 HAWKSBILL ISLAND DR, SATELLITE BEACH FL 32937",,,
"26BC05867","Final","RES Doors-Windows-Shutters","04/07/2026","1574 SUN-GAZER DR, ROCKLEDGE FL 32955",,,
"26BC05863","Final","RES SFR Aluminum Structure","04/07/2026","1725 WILLIAMSBURG WAY, MELBOURNE FL 32934",,,
"26BC05861","Issued","RES Plumbing","04/07/2026","1415 MACKERAL AVE, MERRITT ISLAND FL 32952",,,
"26BC05917","Issued","RES Electrical","04/07/2026","743 HAWKSBILL ISLAND DR, SATELLITE BEACH FL 32937",,,
"26BC05883","Final","RES HVAC-Mechanical","04/07/2026","3530 SERENITY LN, MELBOURNE FL 32934",,,
"26BC05938","Issued","RES Electrical","04/07/2026","640 WILEY CT, MERRITT ISLAND FL 32952",,,
"26BC05940","Final","RES Reroof","04/07/2026","330 PALM AVE, COCOA FL 32922",,,
"26BC05928","Issued","RES Doors-Windows-Shutters","04/07/2026","4141 CAREYWOOD DR, MELBOURNE FL 32934",,,
"26BC05891","Final","RES HVAC-Mechanical","04/07/2026","1851 LONG IRON DR, 922, ROCKLEDGE FL 32955",,,
"26BC05894","Final","RES Electrical","04/07/2026","3509 BREVARD RD, MIMS FL 32754",,,
"26BC05929","Withdrawn","COM Miscellaneous","04/07/2026","605 S COURTENAY PKWY, 7-11, MERRITT ISLAND FL 32952",,,
"26BC05875","Final","RES Doors-Windows-Shutters","04/07/2026","4364 LINKWOOD PL, MELBOURNE FL 32940",,,
"26BC05864","Final","RES Electrical","04/07/2026","257 SANDY RUN, MELBOURNE FL 32940",,,
"26BC05914","Final","RES Doors-Windows-Shutters","04/07/2026","3087 SEA GATE CIR, MERRITT ISLAND FL 32953",,,
"26BC05862","Final","COM HVAC-Mechanical","04/07/2026","295 HIGHWAY A1A, 503, SATELLITE BEACH FL 32937",,,
"26BC05902","Issued","RES Pool","04/07/2026","2315 TRIFT BRIDGE CIR, MELBOURNE FL 32940",,,
"26BC05897","Final","RES Reroof","04/07/2026","1666 GRAND ISLE BLVD, MELBOURNE FL 32940",,,
"26BC05915","Final","RES Reroof","04/07/2026","3525 HIELD RD, MELBOURNE FL 32904",,,
"26BC05885","Final","RES Fence","04/07/2026","2369 NEWFOUND HARBOR DR, MERRITT ISLAND FL 32952",,,
"26BC05884","Final","RES Doors-Windows-Shutters","04/07/2026","760 FLORA LINDA DR, MELBOURNE FL 32940",,,
"26BC05935","Final","RES Electrical","04/07/2026","68 WEST BAY DR, COCOA BEACH FL 32931",,,
"26BC05890","Issued","COM Electrical","04/07/2026","7540 N WICKHAM RD, BELLSO, MELBOURNE FL 32940",,,
"26BC05932","Issued","RES Plumbing","04/07/2026","1600 MARS ST, MERRITT ISLAND FL 32953",,,
"26BC05869","Final","RES HVAC-Mechanical","04/07/2026","6351 PORTOFINO LN, MELBOURNE FL 32940",,,
"26BC05865","Final","RES Solar Photovoltaic","04/07/2026","160 EDGEWATER WAY, MERRITT ISLAND FL 32953",,,
"26BC05868","Final","RES Doors-Windows-Shutters","04/07/2026","2187 DEERCROFT DR, MELBOURNE FL 32940",,,
"26BC05913","Issued","RES HVAC-Mechanical","04/07/2026","913 GRANDE HAVEN DR, TITUSVILLE FL 32780",,,
"26BC05905","Final","RES Doors-Windows-Shutters","04/07/2026","2045 TEMPLE AVE, MERRITT ISLAND FL 32953",,,
"26BC05866","Final","RES Doors-Windows-Shutters","04/07/2026","536 CONIFER ST, MELBOURNE FL 32904",,,
"26BC05918","Issued","RES SFR Renovation","04/07/2026","150 RUBY ST, ROCKLEDGE FL 32955",,,
"26BC05934","Final","RES Doors-Windows-Shutters","04/07/2026","9756 FLEMING GRANT RD, MICCO FL 32976",,,
"26BC05896","Issued","RES HVAC-Mechanical","04/07/2026","1529 MAC ARTHUR LN, COCOA FL 32922",,,
"26BC05887","Final","RES Doors-Windows-Shutters","04/07/2026","625 WOODBROOK WAY, MELBOURNE FL 32940",,,
"26BC05927","Final","RES Doors-Windows-Shutters","04/07/2026","406 LA COSTA ST, MELBOURNE BEACH FL 32951",,,
"26BC05873","Final","RES HVAC-Mechanical","04/07/2026","1218 CHIPEWA DR, BAREFOOT BAY FL 32976",,,
"26BC05895","Final","RES HVAC-Mechanical","04/07/2026","1417 PATRIOT DR, MELBOURNE FL 32940",,,
"26BC05939","Awaiting Client Feedback","COM New Construction","04/07/2026","3101 HIGHWAY 1, MIMS FL 32754",,,
"26BC05919","Final","RES HVAC-Mechanical","04/07/2026","6415 ARROYO DR, MELBOURNE FL 32940",,,
"26BC05903","Final","RES Plumbing","04/07/2026","3405 PINEDA CROSSING DR, MELBOURNE FL 32940",,,
"26BC05871","Withdrawn","RES HVAC-Mechanical","04/07/2026","7210 N HIGHWAY 1, UNIT 104, COCOA FL 32927",,,
"26BC05886","Issued","RES Fence","04/07/2026","3010 LIONEL RD, FENCE, MIMS FL 32754",,,
"26BC05860","Final","RES HVAC-Mechanical","04/07/2026","5286 ROYAL PADDOCK WAY, MERRITT ISLAND FL 32953",,,
"26BC05921","Issued","RES SFR-Duplex New","04/07/2026","9003 BLISSFULL BREEZE TRL, MELBOURNE FL 32940",,,
"26BC05889","Final","RES Reroof","04/07/2026","7703 WINDOVER WAY, TITUSVILLE FL 32780",,,
"26BC05881","Final","RES SFR Renovation","04/07/2026","1775 COWAN DR, TITUSVILLE FL 32796",,,
"26BC05892","Final","RES HVAC-Mechanical","04/07/2026","14 LEE ST, COCOA FL 32926",,,
"26BC05908","Final","RES HVAC-Mechanical","04/07/2026","2305 JASON ST, MERRITT ISLAND FL 32952",,,
"26BC05933","Issued","COM Renovation","04/07/2026","285 N COURTENAY PKWY, MERRITT ISLAND FL 32953",,,
"26BC05882","Final","RES SFR Aluminum Structure","04/07/2026","3545 BULL RUN CT, MELBOURNE FL 32934",,,
"26BC05870","Final","RES Electrical","04/07/2026","461 THIRD AVE, SATELLITE BEACH FL 32937",,,
"26BC05912","Final","RES Doors-Windows-Shutters","04/07/2026","2756 NEWFOUND HARBOR DR, MERRITT ISLAND FL 32952",,,
"26BC05924","Issued","RES SFR Aluminum Structure","04/07/2026","9197 SPLASHING DR, MELBOURNE FL 32940",,,
"26BC05874","Final","RES Plumbing","04/07/2026","672 HAWKSBILL ISLAND DR, SATELLITE BEACH FL 32937",,,
"26BC05901","Final","RES Doors-Windows-Shutters","04/07/2026","412 DOLPHIN ST, MELBOURNE BEACH FL 32951",,,
"26BC05920","Issued","RES SFR Renovation","04/07/2026","3208 LAGO VISTA DR, MELBOURNE FL 32940",,,
"26BC05916","Issued","COM Miscellaneous","04/07/2026","11 E MERRITT ISLAND CSWY, ECKERD, MERRITT ISLAND FL 32952",,,
"26BC05910","Awaiting Client Feedback","RES Electrical","04/07/2026","10260 S TROPICAL TRL, MERRITT ISLAND FL 32952",,,
"26BC05859","Final","RES Electrical","04/07/2026","2710 S COURTENAY PKWY, MERRITT ISLAND FL 32952",,,
"26BC05899","Final","RES Doors-Windows-Shutters","04/07/2026","168 OCEAN BLVD, SATELLITE BEACH FL 32937",,,
"26BC05876","Final","RES HVAC-Mechanical","04/07/2026","3172 SIDERWHEEL DR, ROCKLEDGE FL 32955",,,
"26BC05878","Final","RES Reroof","04/07/2026","180 RITA BLVD, MELBOURNE BEACH FL 32951",,,
"26BC05909","Issued","RES SFR Aluminum Structure","04/07/2026","268 LANTERNBACK ISLAND DR, SATELLITE BEACH FL 32937",,,
"26BC05907","Final","RES Electrical","04/07/2026","853 HAWTHORN CIR, BAREFOOT BAY FL 32976",,,
"26BC05900","Final","COM Electrical","04/07/2026","3264 HIGHWAY 1, MIMS FL 32754",,,
"26BC05904","Awaiting Client Feedback","RES SFR Addition","04/07/2026","831 HYACINTH CIR, BAREFOOT BAY FL 32976",,,
"26FP00159","Issued","County Sprinkler","04/07/2026","215 BAYTREE DR, MELBOURNE FL 32940",,,
"26BC05925","Issued","RES SFR Addition","04/07/2026","375 PORCHER RD, MERRITT ISLAND FL 32953",,,
"26BC05937","Final","RES Plumbing","04/07/2026","330 CAPTAIN'S ROW, MERRITT ISLAND FL 32952",,,
"26BC05930","Issued","RES SFR Renovation","04/07/2026","685 GRIFFIN LN, MELBOURNE FL 32940",,,
"26BC05817","Issued","RES Doors-Windows-Shutters","04/06/2026","3713 SECLUDED OAK CT, MELBOURNE FL 32934",,,
"26BC05819","Final","RES Doors-Windows-Shutters","04/06/2026","297 SOUTHAMPTON DR, INDIALANTIC FL 32903",,,
"26BC05812","Withdrawn","RES Doors-Windows-Shutters","04/06/2026","950 OSPREY DR, MELBOURNE FL 32940",,,
"26BC05775","Final","RES HVAC-Mechanical","04/06/2026","451 MARLIN CIR, BAREFOOT BAY FL 32976",,,
"26BC05841","Issued","RES HVAC-Mechanical","04/06/2026","2660 BOBCAT TRL, TITUSVILLE FL 32780",,,
"26BC05794","Issued","RES SFR-Duplex New","04/06/2026","1592 LAVENDER DR, MELBOURNE FL 32940",,,
"26BC05850","Issued","COM HVAC-Mechanical","04/06/2026","3375 S ATLANTIC AVE, 2, COCOA BEACH FL 32931",,,
"26BC05825","Issued","RES Marine Construction","04/06/2026","2170 DUMAS ST, MERRITT ISLAND FL 32952",,,
